Sample;Estimated;True;Error;Samples_Used
26;[11.322 22.702  0.   ];[16.571 23.705  0.   ];5.34396949841595;[1968]
27;[ 60.363 135.67    7.4  ];[ 57.677 136.79    7.4  ];2.910153947817883;[2213]
28;[ 5.9724 66.602   0.    ];[ 5.7273 63.673   0.    ];2.9392371476286177;[2445]
29;[ 41.163 114.37    7.4  ];[ 41.118 112.88    7.4  ];1.4906793753185246;[563]
30;[25.518 79.66   3.7  ];[27.335 76.55   3.7  ];3.6018868666297665;[1724]
31;[ 32.827 120.81    0.   ];[ 28.737 124.23    0.   ];5.331463213790377;[1740]
32;[38.412 24.452  0.   ];[38.713 24.313  0.   ];0.33154486875836575;[830]
33;[28.884 74.213  0.   ];[28.872 73.851  0.   ];0.3621988404177962;[277]
34;[ 23.433 122.59    3.7  ];[ 23.422 122.35    3.7  ];0.24025195108469846;[48]
35;[ 54.88 134.     0.  ];[ 54.122 134.33    0.   ];0.8267188155594454;[1901]
36;[ 48.149 142.77    7.4  ];[ 48.26 143.04   7.4 ];0.29192636057744004;[2993]
37;[14.208 59.811  3.7  ];[14.085 58.819  3.7  ];0.9995964185610083;[2475]
38;[ 47.881 145.67    3.7  ];[ 46.199 146.37    3.7  ];1.821846316240761;[2046]
39;[29.24  79.249  0.   ];[29.184 79.702  0.   ];0.4564482446017318;[2229]
40;[ 57.734 105.07    7.4  ];[ 55.672 105.93    7.4  ];2.234153978578926;[1475]
41;[14.474 90.413  0.   ];[14.864 95.465  0.   ];5.067031083386016;[909]
42;[26.231 78.273  3.7  ];[23.891 76.902  3.7  ];2.712054756084398;[431]
43;[ 28.403 125.46    3.7  ];[ 27.924 125.61    3.7  ];0.5019372470737761;[2239]
44;[ 40.751 109.58    7.4  ];[ 43.447 111.02    7.4  ];3.056471167866633;[754]
45;[ 19.667 110.91    0.   ];[ 23.845 117.55    0.   ];7.845080241782106;[2906]
46;[ 59.861 130.81    0.   ];[ 59.226 131.11    0.   ];0.7022997935354988;[289]
47;[ 26.175 110.92    0.   ];[ 24.046 110.66    0.   ];2.1448172416315585;[2293]
48;[ 17.36 124.65   3.7 ];[ 17.549 125.5     3.7  ];0.8707588644395131;[2521]
49;[ 63.672 131.55    0.   ];[ 67.06 130.13   0.  ];3.6735465152901057;[2581]
50;[ 17.961 125.72    3.7  ];[ 17.438 121.04    3.7  ];4.709132510346246;[396]
51;[ 44.962 140.21    0.   ];[ 44.605 140.36    0.   ];0.38723248830645174;[646]
52;[35.359 33.397  3.7  ];[35.214 33.045  3.7  ];0.3806954163107282;[2677]
53;[ 66.18 134.15   7.4 ];[ 72.499 102.35    0.   ];33.255522263227206;[1071]
54;[33.987 82.903  0.   ];[33.954 82.588  0.   ];0.31672385448527174;[2685]
55;[ 60.609 103.88    7.4  ];[ 61.4  104.58   7.4 ];1.0562580177210485;[120]
56;[ 7.7114 20.051   0.    ];[ 8.1682 20.014   0.    ];0.4582960178749104;[776]
57;[ 3.1201 33.221   0.    ];[ 8.4461 73.376   0.    ];40.5066698334978;[165]
58;[ 45.119 120.4     0.   ];[ 47.514 121.63    0.   ];2.692382773678362;[1768]
59;[ 66.224 132.43    0.   ];[ 57.922 136.15    0.   ];9.097340490495016;[1723]
60;[ 38.164 147.15    3.7  ];[ 38.353 147.57    3.7  ];0.4605659561886761;[794]
61;[43.304 22.174  0.   ];[43.037 22.302  0.   ];0.29609626812913675;[3032]
62;[62.003 72.123  0.   ];[63.485 72.603  0.   ];1.5577945949322036;[2471]
63;[ 44.773 129.34    0.   ];[ 50.456 125.08    0.   ];7.102400228091913;[1390]
64;[37.966 75.056  7.4  ];[37.977 69.103  7.4  ];5.9530101629343815;[1621]
65;[20.715 86.231  3.7  ];[20.771 86.743  3.7  ];0.5150533952902364;[2860]
66;[37.966 75.056  7.4  ];[36.662 70.677  7.4  ];4.569032392093529;[1621]
67;[26.655 57.63   0.   ];[17.729 56.888  0.   ];8.956787370480559;[1147]
68;[ 27.946 137.31    0.   ];[ 27.31 137.58   0.  ];0.6909384921973946;[1015]
69;[ 29.662 141.24    0.   ];[ 28.826 141.62    0.   ];0.9183114939931842;[523]
70;[ 61.935 106.03    3.7  ];[ 61.11 106.38   3.7 ];0.8961724164467465;[948]
71;[ 61.232 136.28   11.1  ];[ 60.864 136.44   11.1  ];0.40127795852750303;[577]
72;[34.244 39.147  0.   ];[34.913 44.833  0.   ];5.725221131100526;[2300]
73;[26.51  64.996  0.   ];[26.454 64.495  0.   ];0.50412002539077;[2460]
74;[ 49.988 134.48    0.   ];[ 50.812 134.09    0.   ];0.911633698367928;[1902]
75;[34.589 63.887  0.   ];[33.141 64.036  0.   ];1.455645904744695;[1959]
76;[ 47.169 110.41    7.4  ];[ 46.634 109.69    7.4  ];0.8970089185732741;[777]
77;[32.372 22.041  3.7  ];[32.105 18.968  3.7  ];3.0845774426977846;[696]
78;[26.131 58.499  3.7  ];[27.391 57.843  3.7  ];1.4205407421119585;[915]
79;[ 13.505 103.15    0.   ];[ 24.838 103.59    0.   ];11.341538211371507;[1409]
80;[ 27.858 101.93    3.7  ];[ 27.546 101.99    3.7  ];0.3177168550769683;[2175]
81;[ 37.206 136.69    3.7  ];[ 35.122 140.38    3.7  ];4.2378244418569295;[781]
82;[27.602 62.937  0.   ];[28.026 61.257  0.   ];1.7326788507972268;[2079]
83;[26.03  93.299  0.   ];[28.192 98.073  0.   ];5.240736589449986;[801]
84;[ 43.602 140.8     0.   ];[ 52.161 140.21    0.   ];8.579311219439477;[457]
85;[52.319 77.414  0.   ];[49.689 78.545  0.   ];2.862876350805255;[2767]
86;[ 56.986 142.69   11.1  ];[ 54.991 143.6    11.1  ];2.192743715074788;[179]
87;[30.22  93.726  0.   ];[27.613 92.003  0.   ];3.1249284791815626;[2106]
88;[24.537 93.768  3.7  ];[24.102 97.139  3.7  ];3.3989507204429965;[1569]
89;[14.831 96.745  0.   ];[16.748 96.579  0.   ];1.9241738486945532;[1505]
90;[30.109 93.123  0.   ];[25.952 92.344  0.   ];4.229360471749839;[797]
91;[38.156 23.123  0.   ];[39.638 22.51   0.   ];1.6037746100995605;[974]
92;[26.989 69.551  0.   ];[26.142 76.843  0.   ];7.341026699311209;[1655]
93;[ 34.164 135.82    0.   ];[ 34.955 135.48    0.   ];0.86097677088293;[662]
94;[22.365 58.883  3.7  ];[22.454 57.294  3.7  ];1.5914904963586867;[2292]
95;[ 45.698 111.04    0.   ];[ 41.163 112.57    0.   ];4.786138840443306;[2357]
96;[14.374 89.16   0.   ];[14.831 95.006  0.   ];5.863835348984489;[773]
97;[54.682 19.144  0.   ];[55.139 18.941  0.   ];0.5000579966363906;[1340]
98;[44.708 40.811  0.   ];[44.374 39.168  0.   ];1.6766052009939607;[500]
99;[ 4.8916 54.035   0.    ];[ 6.5851 73.717   0.    ];19.75472263156332;[2922]
100;[ 26.175 110.92    0.   ];[ 24.213 111.47    0.   ];2.0376319589170158;[2293]
101;[ 30.03 127.35   0.  ];[ 30.13 127.59   0.  ];0.26000000000000756;[2111]
102;[ 52.083 128.13    0.   ];[ 53.298 130.76    0.   ];2.897089056277004;[2730]
103;[ 41.675 120.3     7.4  ];[ 41.842 120.72    7.4  ];0.451983406775074;[2826]
104;[15.824 34.88   3.7  ];[15.768 34.277  3.7  ];0.6055947489864834;[2682]
105;[ 39.525 113.07    7.4  ];[ 41.118 107.76    7.4  ];5.543802756231492;[1953]
106;[40.908 12.749  0.   ];[41.287 13.575  0.   ];0.9087997579225009;[1855]
107;[30.589 15.106  0.   ];[32.239 14.375  0.   ];1.804677533522262;[566]
108;[ 4.5797 50.263   0.    ];[ 4.524 49.661  0.   ];0.6045713274709578;[3055]
109;[ 33.15 125.55   3.7 ];[ 33.049 135.79    3.7  ];10.240498083589484;[2089]
110;[53.89  76.118 11.1  ];[56.531 74.971 11.1  ];2.8793211005374117;[1601]
111;[20.225 51.512  0.   ];[20.17  50.962  0.   ];0.5527431591616461;[1370]
112;[ 55.281 137.34    0.   ];[ 49.609 139.51    3.7  ];7.1112927094867855;[2973]
113;[ 56.986 142.69   11.1  ];[ 54.802 143.7    11.1  ];2.406232740197833;[179]
114;[ 46.242 162.87    0.   ];[ 46.911 164.42    0.   ];1.6882123681574994;[2950]
115;[37.966 75.056  7.4  ];[38.356 74.598  7.4  ];0.6015513278183325;[1621]
116;[54.503 83.244  0.   ];[55.026 83.015  0.   ];0.5709378249862266;[2358]
117;[ 22.865 112.21    3.7  ];[ 23.355 116.99    3.7  ];4.80504942742528;[666]
118;[ 25.105 103.4     3.7  ];[ 25.049 102.78    3.7  ];0.6225238951237179;[1545]
119;[44.473 79.558  0.   ];[49.054 70.378  0.   ];10.259530252404355;[54]
120;[ 20.057 110.86    0.   ];[ 22.542 112.14    0.   ];2.7952862107483765;[865]
121;[ 41.252 116.96    7.4  ];[ 40.962 112.73    7.4  ];4.239929244692641;[2604]
122;[ 63.439 103.47    0.   ];[ 62.325 103.95    0.   ];1.213011129380105;[2246]
123;[42.657 98.201 11.1  ];[41.81  97.945 11.1  ];0.8848417937688016;[1207]
124;[ 50.969 128.64    0.   ];[ 50.601 128.81    0.   ];0.4053689677318763;[1589]
125;[ 71.563 103.52    0.   ];[ 71.374 103.61    0.   ];0.20933466029304207;[1954]
126;[ 6.2401 46.551   0.    ];[ 6.307 47.34   0.   ];0.7918311751882483;[757]
127;[43.148 38.208  0.   ];[43.482 38.054  0.   ];0.36779342027828105;[2686]
128;[ 53.052 142.77   11.1  ];[ 54.423 143.87   11.1  ];1.7577374661763325;[1909]
129;[ 45.051 131.84    7.4  ];[ 44.728 131.05    7.4  ];0.8534805211602592;[3070]
130;[38.723 78.619 11.1  ];[38.779 79.217 11.1  ];0.600616350093801;[1506]
131;[58.437 75.659  3.7  ];[57.991 75.856  3.7  ];0.4875705077216973;[2348]
132;[71.229 99.417  0.   ];[70.772 98.361  0.   ];1.1506454710291911;[1981]
133;[29.73  99.353  0.   ];[29.384 95.955  0.   ];3.415570230576437;[1240]
134;[  9.983 109.79    0.   ];[ 7.1315 57.459   0.    ];52.408631094982816;[635]
135;[37.911 21.923  0.   ];[41.666 22.942  0.   ];3.890807885259817;[2750]
136;[24.126 32.65   0.   ];[23.78  27.039  0.   ];5.621657851559446;[913]
137;[36.016 61.449  3.7  ];[36.785 57.24   3.7  ];4.2786729251018905;[810]
138;[ 62.224 111.31    0.   ];[ 63.294 110.83    0.   ];1.172731853408956;[2866]
139;[ 50.513 100.17    0.   ];[ 50.68 100.11   0.  ];0.17745140179779026;[1051]
140;[42.066 80.502 11.1  ];[41.676 80.673 11.1  ];0.4258415198169416;[2374]
141;[34.712 79.132  0.   ];[34.946 79.126  0.   ];0.2340769104375686;[16]
142;[ 58.202 105.7     0.   ];[ 58.001 106.57    0.   ];0.8929171294134655;[2949]
143;[ 18.807 148.41    0.   ];[ 19.064 148.97    0.   ];0.6161566359295364;[570]
144;[ 40.717 101.31   11.1  ];[ 42.055 100.59   11.1  ];1.5194222586233233;[1286]
145;[35.816 33.717  0.   ];[33.665 34.912  0.   ];2.460655603695896;[1124]
146;[50.625 77.115  7.4  ];[49.276 76.817  7.4  ];1.3815227106348964;[1490]
147;[37.542 67.775  0.   ];[38.166 75.387  0.   ];7.6375336333138275;[2376]
148;[ 18.986 142.86    0.   ];[ 22.251 141.42    0.   ];3.568448542434104;[1960]
149;[66.059 63.204  0.   ];[66.538 64.255  0.   ];1.1550073592839087;[1699]
150;[15.901 87.565  0.   ];[ 15.8  102.88   0.  ];15.315333035882697;[472]
151;[37.075 39.92   3.7  ];[36.384 52.488  3.7  ];12.586981568271241;[506]
152;[45.911 79.057  7.4  ];[46.323 78.886  7.4  ];0.4460773475530913;[192]
153;[38.478 75.878 11.1  ];[42.156 72.731  7.4  ];6.092724595778149;[2808]
154;[ 40.394 106.      7.4  ];[ 40.751 106.86    7.4  ];0.931154659549099;[1057]
155;[18.387 55.235  3.7  ];[19.98  57.496  3.7  ];2.7658217585375984;[459]
156;[10.151 94.27   0.   ];[ 9.7496 89.298   0.    ];4.988176616760872;[1728]
157;[22.9   18.755  0.   ];[15.891 19.352  0.   ];7.03437914815515;[2380]
158;[37.464 66.794  0.   ];[38.244 76.379  0.   ];9.616684719798199;[1528]
159;[39.27  37.942  0.   ];[35.381 39.456  0.   ];4.173310077145003;[1397]
160;[ 53.053 109.85    3.7  ];[46.022 88.776  0.   ];22.52195455549984;[2007]
161;[ 41.018 118.61    7.4  ];[ 41.308 117.73    7.4  ];0.9265527507918756;[2117]
162;[ 24.905 101.49    3.7  ];[ 24.938 102.03    3.7  ];0.5410073936648246;[1712]
163;[ 42.131 147.23    0.   ];[ 41.529 145.94    0.   ];1.4235533007232204;[1973]
164;[ 57.734 105.07    7.4  ];[ 57.344 105.24    7.4  ];0.4254409477236542;[1475]
165;[10.552 99.113  0.   ];[10.507 98.51   0.   ];0.6046767731606641;[1296]
166;[ 61.233 107.44    3.7  ];[ 60.843 107.61    3.7  ];0.42544094772364766;[1978]
167;[ 25.718 110.83    3.7  ];[ 23.611 122.64    3.7  ];11.996480692269715;[1266]
168;[34.857 20.291  0.   ];[36.395 21.     0.   ];1.693553955443998;[805]
169;[ 14.852 125.59    0.   ];[ 14.797 125.14    0.   ];0.4533486517019793;[181]
170;[26.042 60.563  0.   ];[27.313 58.75   0.   ];2.2141386587113288;[143]
171;[ 24.313 118.97    3.7  ];[ 24.113 119.27    3.7  ];0.3605551275463962;[160]
172;[13.094 22.585  0.   ];[12.459 22.627  0.   ];0.636387460592994;[1585]
173;[44.441 40.929  0.   ];[45.555 39.808  0.   ];1.5803914072153136;[1368]
174;[46.402 65.407  0.   ];[46.624 65.892  0.   ];0.5333938507332082;[1454]
175;[38.455 97.145  7.4  ];[39.626 93.112  7.4  ];4.199563072511236;[1393]
176;[38.278 73.584 11.1  ];[39.626 75.248 11.1  ];2.1414948050368934;[2176]
177;[ 47.849 119.2     0.   ];[ 44.94 118.22   0.  ];3.0696385780739726;[2774]
178;[ 51.994 133.54    0.   ];[ 50.189 130.77    0.   ];3.3061949428307913;[2222]
179;[36.428 85.468  0.   ];[35.993 81.932  0.   ];3.5626564527049203;[2980]
180;[ 31.368 105.82    0.   ];[ 30.81 109.63   0.  ];3.8506446213588728;[34]
181;[53.4   76.689  3.7  ];[54.28 76.31  3.7 ];0.9581445611179962;[2885]
182;[ 66.759 126.77    0.   ];[ 66.28 126.97   0.  ];0.5190770655692662;[1094]
183;[ 38.901 103.83    7.4  ];[ 38.868 103.21    7.4  ];0.6208776046855013;[1623]
184;[38.378 75.584  3.7  ];[37.899 70.485  3.7  ];5.121449208964201;[595]
185;[ 35.724 124.5     0.   ];[ 37.262 130.87    0.   ];6.553040820870878;[791]
186;[25.863 91.384  0.   ];[26.298 96.153  0.   ];4.788797970263524;[1530]
187;[ 44.17 154.11   0.  ];[ 40.727 141.73    0.   ];12.849850154768367;[1185]
188;[ 25.673 113.32    0.   ];[ 25.941 113.27    0.   ];0.27262428358457;[2275]
189;[38.824 80.401  3.7  ];[39.737 83.778  3.7  ];3.498242129984726;[2196]
190;[ 58.958 136.61   11.1  ];[ 55.036 138.93   11.1  ];4.556806337776486;[1381]
191;[30.421 73.829  0.   ];[32.728 73.392  0.   ];2.3480242758540655;[1278]
192;[ 48.472 135.18    0.   ];[ 48.171 135.32    0.   ];0.3319653596386185;[2762]
193;[68.332 94.014  0.   ];[ 71.819 100.77    0.   ];7.602809020355573;[1899]
194;[ 14.228 120.33    0.   ];[ 10.663 110.46    0.   ];10.494099532594499;[141]
195;[ 50.668 110.88    3.7  ];[ 50.278 111.05    3.7  ];0.4254409477236542;[45]
196;[ 45.909 148.79    0.   ];[ 47.001 148.33    0.   ];1.184932065563245;[688]
197;[57.556 76.043  3.7  ];[55.004 77.147  3.7  ];2.780561094455577;[2492]
198;[ 14.228 120.33    0.   ];[ 14.384 121.66    0.   ];1.3391176199273893;[141]
199;[ 18.017 127.52    3.7  ];[ 17.928 125.24    3.7  ];2.281736400200515;[945]
200;[19.301 26.537  0.   ];[22.031 24.532  0.   ];3.3871706481959243;[1835]
201;[50.625 77.115  7.4  ];[48.262 78.086  7.4  ];2.554723076969401;[1490]
202;[ 71.563 103.52    0.   ];[ 71.095 103.74    0.   ];0.5171305444469537;[1954]
203;[38.245 13.053  0.   ];[35.693 16.04   0.   ];3.9287240931376166;[982]
204;[47.672 79.142  3.7  ];[46.368 79.697  3.7  ];1.4171947643143459;[1818]
205;[ 66.18 134.15   7.4 ];[ 74.069 130.72    0.   ];11.34730016347501;[1071]
206;[26.231 78.273  3.7  ];[25.217 79.686  3.7  ];1.7391851540304835;[431]
207;[ 72.087 101.4     0.   ];[ 72.232 101.72    0.   ];0.3513189434118156;[1522]
208;[37.03  62.937  3.7  ];[37.242 63.375  3.7  ];0.48660867234359945;[2377]
209;[28.427 81.996  0.   ];[27.234 87.927  0.   ];6.049794211376129;[1223]
210;[57.4   81.959  0.   ];[60.654 80.508  0.   ];3.5628523685384517;[1272]
211;[ 46.333 126.15   11.1  ];[ 45.609 124.55   11.1  ];1.7561822228914694;[2758]
212;[ 18.252 109.78    0.   ];[ 16.814 109.91    0.   ];1.4438642595479656;[2865]
213;[18.821 65.129  3.7  ];[21.908 65.119  3.7  ];3.087016196912481;[2372]
214;[43.126 37.429  0.   ];[42.357 37.814  0.   ];0.8599918604265949;[202]
215;[36.885 36.389  0.   ];[36.986 36.64   0.   ];0.27055868125047966;[2861]
216;[ 43.96 115.93  11.1 ];[ 43.325 114.38   11.1  ];1.675029850480293;[740]
217;[ 31.712 136.12    0.   ];[ 26.831 130.77    0.   ];7.242006697041915;[1394]
218;[ 51.369 144.79   11.1  ];[ 53.375 143.88   11.1  ];2.202756454989973;[2401]
219;[ 31.256 104.22    0.   ];[ 23.946 107.65    0.   ];8.074713617212689;[778]
220;[ 34.287 125.12    0.   ];[ 33.852 125.31    0.   ];0.47468410548490153;[1204]
221;[ 50.109 171.84    0.   ];[ 49.897 171.35    0.   ];0.5338951207868549;[1154]
222;[20.515 64.308  3.7  ];[20.403 63.129  3.7  ];1.1843078147171122;[124]
223;[ 37.117 143.19    0.   ];[ 39.078 140.7     0.   ];3.169482765373566;[1283]
224;[40.751 81.132  0.   ];[39.793 81.543  0.   ];1.0424418449007111;[2419]
225;[ 43.101 145.43    3.7  ];[ 42.655 145.62    3.7  ];0.48478448820068215;[1787]
226;[37.075 39.92   3.7  ];[37.164 40.139  3.7  ];0.23639373934180297;[506]
227;[ 51.793 140.32   11.1  ];[ 52.228 139.48   11.1  ];0.9459519015256578;[2897]
228;[ 40.806 120.03    0.   ];[ 40.382 122.46    0.   ];2.4667136031570354;[1261]
229;[ 47.581 138.08    7.4  ];[ 46.578 135.61    7.4  ];2.665878654402708;[1217]
230;[13.884 91.571  0.   ];[ 9.3485 84.45    0.    ];8.442712908183005;[1922]
231;[38.3   69.589  3.7  ];[37.286 75.67   3.7  ];6.164962043678779;[85]
232;[35.737 44.849  3.7  ];[21.841 51.901  0.   ];16.01622677162134;[168]
233;[ 66.614 133.97    7.4  ];[ 64.909 134.69    7.4  ];1.850790371706097;[2850]
234;[ 42.823 107.     11.1  ];[ 40.963 104.15   11.1  ];3.40324844817418;[2114]
235;[ 43.258 112.91    0.   ];[ 42.723 112.31    0.   ];0.8038812101299527;[1976]
236;[ 59.906 137.22    0.   ];[ 60.24 137.07   0.  ];0.3661365865356859;[1414]
237;[38.545 57.587 11.1  ];[38.724 58.099 11.1  ];0.5423882373355744;[301]
238;[ 31.29 104.62   0.  ];[ 31.323 105.1     0.   ];0.48113303773487665;[1127]
239;[18.989 41.377  3.7  ];[17.863 28.58   3.7  ];12.846442503666145;[276]
240;[ 38.655 120.98    0.   ];[ 36.482 121.94    0.   ];2.3756112897525967;[774]
241;[ 31.256 104.22    0.   ];[ 27.345 108.66    0.   ];5.916884399749584;[778]
242;[36.15  34.533  0.   ];[38.679 43.324  0.   ];9.147541855602519;[1895]
243;[24.126 32.65   0.   ];[18.833 30.175  0.   ];5.843070596869426;[913]
244;[ 45.609 113.06    3.7  ];[ 45.275 113.21    3.7  ];0.3661365865356801;[157]
245;[60.198 48.562  0.   ];[65.547 46.183  0.   ];5.854181582424648;[2331]
246;[ 30.175 122.21    3.7  ];[ 31.813 128.66    3.7  ];6.6547384621786625;[2393]
247;[ 48.249 144.84    0.   ];[ 49.486 145.82    0.   ];1.5781536680564308;[205]
248;[ 30.609 125.77    3.7  ];[ 40.526 152.39    3.7  ];28.407240080655487;[2998]
249;[ 24.135 114.      3.7  ];[ 22.843 114.24    3.7  ];1.3141019747340774;[248]
250;[37.966 75.056  7.4  ];[36.695 71.109  7.4  ];4.146594988662387;[1621]
251;[60.498 65.551  0.   ];[67.307 73.957  0.   ];10.817731601403315;[2164]
252;[47.037 66.836  0.   ];[42.903 57.496  0.   ];10.21398825141286;[2236]
253;[ 22.386 110.29    3.7  ];[ 22.475 109.61    3.7  ];0.6857995333915077;[2564]
254;[29.106 80.278  0.   ];[22.988 83.239  0.   ];6.796870235630515;[1760]
255;[ 31.824 131.42    0.   ];[ 38.688 132.7     0.   ];6.982327405672124;[1398]
256;[ 27.545 119.22    0.   ];[ 26.754 117.52    0.   ];1.8750149332738686;[1010]
257;[ 51.292 135.6     0.   ];[ 42.276 138.07    0.   ];9.348216728339152;[2302]
258;[41.499 20.424  0.   ];[41.22  20.542  0.   ];0.30292738403782915;[1576]
259;[ 16.902 144.26    0.   ];[ 17.481 145.51    0.   ];1.377585206076198;[2459]
260;[ 55.615 138.65    7.4  ];[ 53.353 138.59    7.4  ];2.262795616046664;[1190]
261;[29.52  17.549  0.   ];[29.33  16.802  0.   ];0.7707846651302815;[1083]
262;[ 41.899 101.15    3.7  ];[ 41.754 100.8     3.7  ];0.3788469347903014;[1928]
263;[41.041 70.314 11.1  ];[43.192 70.282  7.4  ];4.279932826575671;[850]
264;[ 21.661 121.07    3.7  ];[ 23.143 120.97    3.7  ];1.4853699875788513;[2441]
265;[ 31.446 105.33    0.   ];[ 29.239 108.42    0.   ];3.7972291213462515;[209]
266;[54.682 19.144  0.   ];[54.203 19.352  0.   ];0.5222116429188457;[1340]
267;[ 27.624 102.71    0.   ];[ 28.693 103.91    0.   ];1.6070970723637115;[852]
268;[ 22.074 101.27    3.7  ];[ 22.275 103.46    3.7  ];2.19920462895111;[2721]
269;[38.245 13.053  0.   ];[33.788 15.053  0.   ];4.885166220304075;[982]
270;[ 52.329 110.17    3.7  ];[ 51.527 110.51    3.7  ];0.871093565582941;[2763]
271;[ 41.998 121.13    7.4  ];[ 42.355 122.02    7.4  ];0.9589311758411031;[2166]
272;[24.861 44.097  0.   ];[34.467 43.857  0.   ];9.60899765844492;[1565]
273;[ 65.578 132.72    0.   ];[ 65.901 132.58    0.   ];0.3520355095725314;[1943]
274;[36.15  34.533  0.   ];[36.25 34.81  0.  ];0.29449787775126807;[1895]
275;[17.941 29.53   3.7  ];[17.986 30.015  3.7  ];0.48708315511830175;[1312]
276;[16.871 35.936  3.7  ];[18.387 34.597  3.7  ];2.022665815205271;[2609]
277;[17.841 57.902  0.   ];[17.93  58.638  0.   ];0.7413615851930794;[465]
278;[33.598 21.63   0.   ];[39.125 19.806  0.   ];5.820198020686238;[231]
279;[62.014 74.107  3.7  ];[62.459 73.909  3.7  ];0.4870615977471408;[280]
280;[ 5.6719 39.579   0.    ];[ 5.5828 38.496   0.    ];1.0866590127542295;[2307]
281;[16.526 31.567  3.7  ];[16.615 32.634  3.7  ];1.070705374974834;[1132]
282;[ 29.017 103.86    0.   ];[ 28.393 100.26    0.   ];3.6536797889251265;[589]
283;[ 18.764 104.25    0.   ];[ 16.758 104.47    0.   ];2.0180277500569708;[456]
284;[ 43.446 150.05    0.   ];[ 39.468 142.31    0.   ];8.70241828459194;[652]
285;[30.176 93.523  0.   ];[27.902 95.075  0.   ];2.7531400254981597;[2375]
286;[ 27.99 136.09   0.  ];[ 24.168 131.9     0.   ];5.671312370166183;[126]
287;[24.416 35.146  0.   ];[23.546 25.497  0.   ];9.688142288385324;[940]
288;[40.239 79.228  7.4  ];[40.395 79.51   7.4  ];0.32227317604791106;[2824]
289;[ 31.088 150.48    0.   ];[ 30.263 150.82    0.   ];0.8923144064734141;[115]
290;[36.228 52.637  3.7  ];[37.431 55.096  3.7  ];2.737497031961856;[2081]
291;[ 48.429 100.99    0.   ];[ 48.239 101.07    0.   ];0.2061552812808868;[901]
292;[31.725 75.334  0.   ];[33.04  75.723  0.   ];1.3713300113393532;[2048]
293;[ 24.86 100.57   3.7 ];[ 24.871 100.75    3.7  ];0.1803357978882796;[2272]
294;[ 24.313 118.97    3.7  ];[ 24.514 118.69    3.7  ];0.3446752094363632;[160]
295;[ 37.117 143.19    0.   ];[ 37.406 143.86    0.   ];0.729671844050476;[1283]
296;[ 50.311 145.27   11.1  ];[ 47.079 144.06   11.1  ];3.451075774305748;[2251]
297;[29.73  99.353  0.   ];[29.63  98.366  0.   ];0.9920529219754306;[1240]
298;[ 29.762 134.06    0.   ];[ 29.027 132.66    0.   ];1.581209979730717;[2701]
299;[29.73  99.353  0.   ];[29.786 99.844  0.   ];0.49418316442388016;[1240]
300;[17.663 20.958  0.   ];[21.552 22.035  0.   ];4.035374827695688;[1040]
